Date_Time_UTC,0.00001,0.0001,0.001,0.01,0.1,1,10,100,1000,10000,100000,1000000,0.00001_BTC_total,0.0001_BTC_total,0.001_BTC_total,0.01_BTC_total,0.1_BTC_total,1_BTC_total,10_BTC_total,100_BTC_total,1000_BTC_total,10000_BTC_total,100000_BTC_total,1000000_BTC_total,USD_0.00001_BTC,USD_0.0001_BTC,USD_0.001_BTC,USD_0.01_BTC,USD_0.1_BTC,USD_1_BTC,USD_10_BTC,USD_100_BTC,USD_1000_BTC,USD_10000_BTC,USD_100000_BTC,USD_1000000_BTC
2021-11-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,232903,,,760331,1685465,4281857,3996226,5254807,2076347,574215,,,,,,,,,,,,
2021-11-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,233116,,,760474,1685521,4287299,3993311,5257117,2071663,574638,,,,,,,,,,,,
2021-11-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,233278,,,760781,1685780,4286956,3995454,5242032,2085171,574638,,,,,,,,,,,,
2021-11-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,233365,,,760785,1686074,4296137,3989335,5246175,2078487,574638,,,,,,,,,,,,
2021-11-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,232986,,,760140,1685037,4292476,3984193,5251579,2086172,573336,,,,,,,,,,,,
2021-11-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,233151,,,760184,1683649,4293615,3989428,5246128,2087316,573336,,,,,,,,,,,,
2021-11-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,232978,,,760087,1684105,4290589,3988438,5234496,2103817,573336,,,,,,,,,,,,
2021-11-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,233129,,,760141,1683929,4289599,3989318,5244060,2105210,563335,,,,,,,,,,,,
2021-11-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,233410,,,760400,1684292,4292326,3985648,5243505,2105657,564458,,,,,,,,,,,,
2021-11-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,233648,,,760646,1684549,4293631,3984643,5241729,2107346,564458,,,,,,,,,,,,
2021-11-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,233643,,,760939,1685101,4292109,3988200,5240378,2106774,564458,,,,,,,,,,,,
2021-11-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,233773,,,761142,1685020,4287854,3984113,5252144,2103814,564665,,,,,,,,,,,,
2021-11-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,233844,,,761500,1685544,4289796,3982115,5244086,2110291,566312,,,,,,,,,,,,
2021-11-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,234160,,,761780,1684996,4287395,3988817,5276079,2074088,567012,,,,,,,,,,,,
2021-11-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,234388,,,761802,1684598,4289908,3982245,5286631,2068189,567496,,,,,,,,,,,,
2021-11-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,234595,,,762318,1685634,4288645,3979248,5276197,2080974,568530,,,,,,,,,,,,
2021-11-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,234787,,,762532,1686418,4287375,3980740,5275264,2081287,568530,,,,,,,,,,,,
2021-11-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,235028,,,762816,1686952,4289206,3984078,5277591,2073639,568530,,,,,,,,,,,,
2021-11-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,235584,,,763939,1687739,4291107,3987852,5271879,2071217,569384,,,,,,,,,,,,
2021-11-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,236003,,,765121,1688814,4293678,3985049,5287116,2053884,570000,,,,,,,,,,,,
2021-11-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,236470,,,766061,1690537,4298323,3983511,5279255,2056215,570105,,,,,,,,,,,,
2021-11-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,236796,,,766929,1691567,4301272,3983745,5291612,2039275,570105,,,,,,,,,,,,
2021-11-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,237343,,,768068,1692573,4302175,3976947,5288093,2045876,571096,,,,,,,,,,,,
2021-11-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,237558,,,768630,1693785,4301544,3978535,5289217,2042687,571096,,,,,,,,,,,,
2021-11-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,237788,,,769194,1694604,4306165,3977052,5292092,2035960,571096,,,,,,,,,,,,
2021-11-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,238350,,,770298,1696609,4308874,3979203,5319779,2000211,571452,,,,,,,,,,,,
2021-12-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,238029,,,769386,1694443,4304418,3988262,5262740,2056929,571452,,,,,,,,,,,,
2021-12-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,236948,,,767031,1689446,4300017,3983987,5244622,2093105,571452,,,,,,,,,,,,
2021-12-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,237228,,,766942,1691656,4299876,3985909,5228284,2106281,571452,,,,,,,,,,,,
2021-12-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,237932,,,768047,1694111,4304833,3991542,5234419,2086284,571452,,,,,,,,,,,,
2021-12-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,237561,,,769056,1694767,4307632,3993920,5257248,2058009,571452,,,,,,,,,,,,
2021-12-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,237780,,,769787,1695579,4309993,3995823,5287047,2023241,571452,,,,,,,,,,,,
2021-12-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,238246,,,771039,1697086,4312836,4001727,5257653,2061607,551507,,,,,,,,,,,,
2021-12-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,238475,,,770746,1695895,4309444,4002704,5249924,2073669,551895,,,,,,,,,,,,
2021-12-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,237112,,,767993,1690602,4301586,3992062,5242344,2110023,552028,,,,,,,,,,,,
2021-12-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,237642,,,768344,1692752,4305184,3997234,5219077,2122092,552345,,,,,,,,,,,,
2021-12-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,237941,,,769275,1694626,4306028,3997360,5219042,2118706,552692,,,,,,,,,,,,
2021-12-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,238473,,,769927,1696369,4305403,3996514,5220799,2116400,552692,,,,,,,,,,,,
2021-12-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,238955,,,771025,1701094,4306715,3996038,5224600,2106301,552692,,,,,,,,,,,,
2021-12-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,239134,,,771911,1702475,4307356,3998724,5234498,2091286,552981,,,,,,,,,,,,
2021-12-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,239122,,,772979,1704420,4302648,4007623,5229172,2090035,553239,,,,,,,,,,,,
2021-12-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,239483,,,773655,1705563,4304855,4006002,5243053,2074145,553239,,,,,,,,,,,,
2021-12-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,239041,,,772125,1702660,4297701,4004615,5235061,2096478,553239,,,,,,,,,,,,
2021-12-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,238507,,,770581,1699508,4293990,3996714,5239622,2109415,553376,,,,,,,,,,,,
2021-12-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,238935,,,771264,1700789,4294680,3998295,5238238,2107050,553376,,,,,,,,,,,,
2021-12-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,238932,,,772179,1702988,4296000,3998099,5231079,2110893,553376,,,,,,,,,,,,
2021-12-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,238877,,,772765,1703002,4299315,4005318,5223542,2108176,553512,,,,,,,,,,,,
2021-12-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,238893,,,773120,1704226,4295551,4011660,5240888,2087595,553512,,,,,,,,,,,,
2021-12-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,239197,,,773841,1705330,4295574,4009753,5225342,2103840,553512,,,,,,,,,,,,
2021-12-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,238974,,,773035,1703004,4291247,4004611,5225836,2117108,553512,,,,,,,,,,,,
2021-12-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,237697,,,770310,1699144,4288603,3994457,5208086,2156455,553512,,,,,,,,,,,,
2021-12-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,237869,,,770615,1699963,4287466,3996268,5206944,2156425,553512,,,,,,,,,,,,
2021-12-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,237754,,,771128,1700375,4284874,3996408,5208515,2157390,553512,,,,,,,,,,,,
2021-12-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,237840,,,771511,1700377,4285683,3989823,5208176,2163949,553512,,,,,,,,,,,,
2021-12-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,237741,,,771775,1701003,4282699,3996327,5192252,2176442,553512,,,,,,,,,,,,
2021-12-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,238072,,,772578,1702326,4285525,3992331,5193171,2174899,553632,,,,,,,,,,,,
2021-12-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,237736,,,771584,1703318,4285953,3999191,5181277,2180476,553873,,,,,,,,,,,,
2022-01-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,237854,,,772018,1703483,4284773,4002390,5180199,2179948,553879,,,,,,,,,,,,
2022-01-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,238024,,,772317,1703492,4287845,3996397,5183030,2180553,553879,,,,,,,,,,,,
2022-01-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,238104,,,772713,1703664,4287640,3996409,5183563,2180449,553879,,,,,,,,,,,,
2022-01-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,238289,,,773161,1703956,4288200,3994031,5186517,2062228,670936,,,,,,,,,,,,
2022-01-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,238433,,,773437,1704269,4291332,3989360,5196286,2053821,671308,,,,,,,,,,,,
2022-01-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,238429,,,773189,1703941,4287873,3994143,5180251,2069826,671487,,,,,,,,,,,,
2022-01-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,238541,,,772915,1702642,4290539,3992269,5178823,2071924,672354,,,,,,,,,,,,
2022-01-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,238585,,,772904,1703131,4291374,3992577,5175551,2074169,672630,,,,,,,,,,,,
2022-01-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,238872,,,773028,1702540,4291571,3993245,5175910,2073992,672630,,,,,,,,,,,,
2022-01-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,238948,,,773405,1703109,4290288,3990427,5195584,2058305,672630,,,,,,,,,,,,
2022-01-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,239064,,,773644,1702916,4291072,3994238,5200543,2049099,673063,,,,,,,,,,,,
2022-01-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,239090,,,773718,1703103,4292920,3989773,5191858,2061008,673063,,,,,,,,,,,,
2022-01-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,239233,,,774148,1703602,4292890,3979396,5215501,2047499,673352,,,,,,,,,,,,
2022-01-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,239394,,,774443,1704667,4292774,3978273,5202118,2061286,673694,,,,,,,,,,,,
2022-01-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,239812,,,774950,1705304,4295034,3976018,5206482,2056211,673839,,,,,,,,,,,,
2022-01-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,240010,,,775033,1705545,4295726,3978801,5203633,2056210,673839,,,,,,,,,,,,
2022-01-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,239872,,,775197,1705665,4294136,3979805,5198192,2063133,673839,,,,,,,,,,,,
2022-01-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,240089,,,775632,1705502,4294639,3978118,5215332,2047493,673839,,,,,,,,,,,,
2022-01-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,240096,,,775750,1706588,4295022,3982208,5230484,2027502,674088,,,,,,,,,,,,
2022-01-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,240152,,,775879,1706039,4295709,3976145,5261110,2003667,674088,,,,,,,,,,,,
2022-01-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,240311,,,775931,1705177,4294659,3970361,5294225,1978867,674088,,,,,,,,,,,,
2022-01-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,240304,,,775160,1704138,4294875,3964041,5251119,2030410,674416,,,,,,,,,,,,
2022-01-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,240550,,,775233,1704442,4292106,3967120,5233053,2048424,674416,,,,,,,,,,,,
2022-01-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,240724,,,775463,1704000,4292292,3962323,5252201,2034819,674416,,,,,,,,,,,,
2022-01-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,240954,,,775864,1702122,4294344,3958399,5266221,2024733,674576,,,,,,,,,,,,
2022-01-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,241434,,,776363,1701968,4296286,3960504,5255345,2030938,675181,,,,,,,,,,,,
2022-01-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,241437,,,776739,1702331,4297862,3951710,5290358,2015515,662924,,,,,,,,,,,,
2022-01-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,241544,,,776747,1702637,4298640,3957321,5286439,2013328,663165,,,,,,,,,,,,
2022-01-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,241522,,,775479,1698596,4293423,3954583,5270302,2043686,663165,,,,,,,,,,,,
2022-01-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,241389,,,773497,1693617,4286919,3957102,5265513,2060468,663165,,,,,,,,,,,,
2022-01-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,241246,,,773190,1693246,4285126,3936840,5261450,2088301,663165,,,,,,,,,,,,
2022-02-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,241208,,,773473,1689653,4254724,3894366,5248781,2177950,663372,,,,,,,,,,,,
2022-02-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,241017,,,773562,1690453,4251908,3895225,5251895,2176694,663721,,,,,,,,,,,,
2022-02-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,241203,,,773959,1691397,4253736,3892623,5260740,2167673,664046,,,,,,,,,,,,
2022-02-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,241730,,,774630,1692725,4252608,3892644,5269851,2157687,664320,,,,,,,,,,,,
2022-02-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,241745,,,774590,1691207,4251310,3894079,5259579,2170158,664320,,,,,,,,,,,,
2022-02-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,241380,,,774495,1691848,4250389,3896550,5255528,2173435,664320,,,,,,,,,,,,
2022-02-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,241655,,,775282,1693018,4246666,3888253,5280933,2158643,664320,,,,,,,,,,,,
2022-02-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,241254,,,774919,1692685,4247354,3893179,5290385,2145686,664320,,,,,,,,,,,,
2022-02-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,241053,,,775246,1693832,4249752,3891596,5288401,2146432,664320,,,,,,,,,,,,
2022-02-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,241107,,,775485,1693679,4247713,3896997,5314729,2117486,664320,,,,,,,,,,,,
2022-02-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,240919,,,775832,1695227,4250895,3891062,5309545,2124595,664320,,,,,,,,,,,,
2022-02-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,240021,,,775972,1696312,4249107,3892682,5319288,2115797,664320,,,,,,,,,,,,
2022-02-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,239868,,,776132,1695956,4248675,3894220,5318877,2116493,664320,,,,,,,,,,,,
2022-02-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,240028,,,776686,1696342,4246644,3896669,5307528,2127349,664320,,,,,,,,,,,,
2022-02-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,240011,,,776927,1695660,4246100,3899230,5294526,2139875,664320,,,,,,,,,,,,
2022-02-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,240223,,,777415,1695914,4246445,3898769,5295520,2139005,664320,,,,,,,,,,,,
2022-02-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,240184,,,777476,1695868,4248443,3897032,5291397,2143902,664320,,,,,,,,,,,,
2022-02-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,240483,,,777966,1696133,4248240,3899627,5286210,2146468,664320,,,,,,,,,,,,
2022-02-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,240687,,,778327,1698345,4248205,3898424,5281877,2150153,664320,,,,,,,,,,,,
2022-02-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,240964,,,778916,1698787,4249758,3900914,5277071,2150527,664320,,,,,,,,,,,,
2022-02-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,241173,,,779542,1699076,4251406,3892742,5292952,2140802,664320,,,,,,,,,,,,
2022-02-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,241292,,,780316,1700269,4250783,3891871,5291290,2142829,664320,,,,,,,,,,,,
2022-02-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,241646,,,781120,1701091,4250864,3893096,5291094,2140694,664320,,,,,,,,,,,,
2022-02-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,241967,,,781673,1702985,4250794,3896366,5255407,2171226,664320,,,,,,,,,,,,
2022-02-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,242138,,,782097,1703758,4251334,3897754,5273040,2151145,664320,,,,,,,,,,,,
2022-02-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,242308,,,782566,1704692,4254181,3893599,5272415,2152293,664320,,,,,,,,,,,,
2022-02-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,242680,,,783641,1706014,4254683,3891900,5274671,2149265,664320,,,,,,,,,,,,
2022-02-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,243069,,,785131,1707329,4253929,3897656,5268332,2148397,664320,,,,,,,,,,,,
2022-03-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,243527,,,786256,1709600,4256141,3922047,5243610,2145136,662820,,,,,,,,,,,,
2022-03-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,243290,,,786564,1710269,4256533,3919788,5254909,2135851,662820,,,,,,,,,,,,
2022-03-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,243408,,,787083,1711790,4257391,3922505,5242729,2143231,662820,,,,,,,,,,,,
2022-03-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,243461,,,787421,1711883,4254685,3929538,5252513,2129492,662820,,,,,,,,,,,,
2022-03-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,243731,,,788270,1713428,4253693,3920759,5254620,2135271,662820,,,,,,,,,,,,
2022-03-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,243936,,,788587,1713481,4256818,3919829,5252428,2135507,662820,,,,,,,,,,,,
2022-03-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,244151,,,789306,1714254,4255619,3920794,5251699,2135688,662820,,,,,,,,,,,,
2022-03-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,244312,,,790308,1715346,4256729,3922426,5255826,2127202,663138,,,,,,,,,,,,
2022-03-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,244745,,,791404,1718206,4258727,3922705,5262801,2113962,663550,,,,,,,,,,,,
2022-03-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,244729,,,791557,1718701,4259167,3923569,5260297,2115456,663550,,,,,,,,,,,,
2022-03-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,245200,,,792551,1720914,4259584,3924884,5263116,2108076,663550,,,,,,,,,,,,
2022-03-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,245354,,,793048,1720698,4259231,3926853,5251256,2118891,663550,,,,,,,,,,,,
2022-03-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,245516,,,793280,1721595,4260509,3928634,5249789,2116921,663550,,,,,,,,,,,,
2022-03-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,245811,,,793902,1721746,4260806,3927185,5244203,2123552,663550,,,,,,,,,,,,
2022-03-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,245956,,,794135,1722527,4258927,3926510,5232404,2137529,663637,,,,,,,,,,,,
2022-03-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,246024,,,794412,1722034,4258439,3925912,5247720,2124433,663637,,,,,,,,,,,,
2022-03-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,245996,,,794250,1722044,4257095,3920630,5253510,2126389,663637,,,,,,,,,,,,
2022-03-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,246196,,,794526,1722821,4258464,3917249,5261333,2120280,663637,,,,,,,,,,,,
2022-03-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,246202,,,794561,1723165,4258653,3918031,5248974,2132203,663637,,,,,,,,,,,,
2022-03-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,246426,,,794967,1723430,4259650,3920034,5246887,2131399,663637,,,,,,,,,,,,
2022-03-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,246710,,,795167,1723237,4257517,3916515,5257125,2128930,662137,,,,,,,,,,,,
2022-03-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,246833,,,795425,1724230,4261607,3920732,5251838,2125529,662137,,,,,,,,,,,,
2022-03-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,246710,,,795514,1724973,4260584,3923870,5250765,2124666,662137,,,,,,,,,,,,
2022-03-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,246729,,,795810,1725864,4259972,3926753,5237186,2135701,662137,,,,,,,,,,,,
2022-03-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,246792,,,795916,1725794,4259037,3927796,5221068,2152523,662137,,,,,,,,,,,,
2022-03-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,246855,,,796025,1726759,4258799,3924135,5222575,2156260,660637,,,,,,,,,,,,
2022-03-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,246962,,,796354,1727460,4259762,3924383,5222929,2154450,660637,,,,,,,,,,,,
2022-03-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,246938,,,796755,1727260,4261986,3926737,5232284,2141308,660637,,,,,,,,,,,,
2022-03-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,247181,,,796992,1727366,4270775,3921033,5241909,2128944,660637,,,,,,,,,,,,
2022-03-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,247418,,,797351,1728941,4270669,3925093,5226419,2139145,660637,,,,,,,,,,,,
2022-03-31 00:00:00 UTC+0000,,,,,,,,,,,,,,,247965,,,798025,1730599,4270227,3927012,5224174,2137886,660637,,,,,,,,,,,,
2022-04-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,248027,,,798386,1732051,4268355,3921817,5229436,2140265,659137,,,,,,,,,,,,
2022-04-02 00:00:00 UTC+0000,,,,,,,,,,,,,,,248083,,,798746,1733496,4266078,3924205,5229410,2139111,659137,,,,,,,,,,,,
2022-04-03 00:00:00 UTC+0000,,,,,,,,,,,,,,,248192,,,799144,1736787,4262094,3924602,5230798,2138358,659137,,,,,,,,,,,,
2022-04-04 00:00:00 UTC+0000,,,,,,,,,,,,,,,248405,,,799964,1739356,4259794,3922029,5217020,2154444,659137,,,,,,,,,,,,
2022-04-05 00:00:00 UTC+0000,,,,,,,,,,,,,,,248822,,,800520,1740971,4257759,3926123,5202037,2165439,659378,,,,,,,,,,,,
2022-04-06 00:00:00 UTC+0000,,,,,,,,,,,,,,,248994,,,800759,1741378,4258666,3922265,5208277,2162257,659378,,,,,,,,,,,,
2022-04-07 00:00:00 UTC+0000,,,,,,,,,,,,,,,249123,,,801063,1740073,4257899,3918938,5203851,2172458,659437,,,,,,,,,,,,
2022-04-08 00:00:00 UTC+0000,,,,,,,,,,,,,,,249585,,,801584,1741384,4261107,3921433,5197483,2171559,659547,,,,,,,,,,,,
2022-04-09 00:00:00 UTC+0000,,,,,,,,,,,,,,,249620,,,801801,1740383,4262052,3917272,5196597,2177261,659639,,,,,,,,,,,,
2022-04-10 00:00:00 UTC+0000,,,,,,,,,,,,,,,249697,,,801890,1740461,4262298,3916686,5207972,2166863,659639,,,,,,,,,,,,
2022-04-11 00:00:00 UTC+0000,,,,,,,,,,,,,,,249802,,,802451,1741151,4263787,3913921,5212037,2163567,659639,,,,,,,,,,,,
2022-04-12 00:00:00 UTC+0000,,,,,,,,,,,,,,,249885,,,802783,1741627,4263639,3912218,5246250,2131128,659782,,,,,,,,,,,,
2022-04-13 00:00:00 UTC+0000,,,,,,,,,,,,,,,250240,,,803156,1741486,4262130,3909084,5248674,2133068,660337,,,,,,,,,,,,
2022-04-14 00:00:00 UTC+0000,,,,,,,,,,,,,,,250516,,,803647,1741946,4261034,3909990,5244974,2136481,660461,,,,,,,,,,,,
2022-04-15 00:00:00 UTC+0000,,,,,,,,,,,,,,,250438,,,803755,1742206,4260819,3916031,5237370,2138483,660961,,,,,,,,,,,,
2022-04-16 00:00:00 UTC+0000,,,,,,,,,,,,,,,250783,,,804104,1742947,4260903,3912344,5246232,2132094,661461,,,,,,,,,,,,
2022-04-17 00:00:00 UTC+0000,,,,,,,,,,,,,,,250890,,,804507,1743493,4261766,3914394,5233281,2142083,661461,,,,,,,,,,,,
2022-04-18 00:00:00 UTC+0000,,,,,,,,,,,,,,,250992,,,804987,1743539,4263178,3899850,5250568,2138175,661461,,,,,,,,,,,,
2022-04-19 00:00:00 UTC+0000,,,,,,,,,,,,,,,251218,,,805451,1744501,4261734,3907690,5241303,2139186,662461,,,,,,,,,,,,
2022-04-20 00:00:00 UTC+0000,,,,,,,,,,,,,,,251266,,,805913,1743579,4258820,3901076,5240043,2152884,660961,,,,,,,,,,,,
2022-04-21 00:00:00 UTC+0000,,,,,,,,,,,,,,,251321,,,806032,1744406,4259351,3903903,5239108,2150472,660961,,,,,,,,,,,,
2022-04-22 00:00:00 UTC+0000,,,,,,,,,,,,,,,251705,,,806699,1745128,4260314,3901429,5241629,2148565,660961,,,,,,,,,,,,
2022-04-23 00:00:00 UTC+0000,,,,,,,,,,,,,,,251820,,,806943,1745366,4259303,3901237,5252091,2139471,661261,,,,,,,,,,,,
2022-04-24 00:00:00 UTC+0000,,,,,,,,,,,,,,,251969,,,807271,1745975,4255518,3895494,5241060,2159938,661261,,,,,,,,,,,,
2022-04-25 00:00:00 UTC+0000,,,,,,,,,,,,,,,251753,,,806920,1743451,4256592,3896240,5240778,2162486,661261,,,,,,,,,,,,
2022-04-26 00:00:00 UTC+0000,,,,,,,,,,,,,,,252022,,,807152,1743831,4257214,3898337,5252447,2147615,661761,,,,,,,,,,,,
2022-04-27 00:00:00 UTC+0000,,,,,,,,,,,,,,,252227,,,807335,1743910,4255065,3901463,5237324,2162391,661761,,,,,,,,,,,,
2022-04-28 00:00:00 UTC+0000,,,,,,,,,,,,,,,252556,,,808089,1744308,4253491,3893731,5242611,2164759,662761,,,,,,,,,,,,
2022-04-29 00:00:00 UTC+0000,,,,,,,,,,,,,,,252683,,,808448,1745075,4249394,3893147,5256407,2156810,661261,,,,,,,,,,,,
2022-04-30 00:00:00 UTC+0000,,,,,,,,,,,,,,,252702,,,808765,1745689,4248014,3896024,5255195,2156493,661261,,,,,,,,,,,,
2022-05-01 00:00:00 UTC+0000,,,,,,,,,,,,,,,253124,,,809554,1746095,4248295,3899812,5254336,2152679,661261,,,,,,,,,,,,
